번호,제목,평점,평가
15910091,비스트,5,내용이 너무 진부함..이런 배우들로..이런 영화를 만들다니..감독 혼나야겠어..
15910090,베놈,10,일본 소니픽쳐스 베놈 재밌네요~!!
15910089,라이온 킹,2,개망한영화 알라딘만큼만했어도.
15910088,비스트,3,■ 산만하게 복잡~ ■ 박푱시기는 밥은 먹고 다니냐? ㅋㅋㅋ
15910087,라이온 킹,8,아~~그랬냐~~발바리~~치와와~~~~
15910086,미드소마,10,가족하고 같이 보러 갔는데. 아버지도 어머니도 여동생도 새로운 영감을 주는것 같아서 좋다고 하네요. 인간들이란
15910084,안도 타다오,6,짧은 시간 탓에 건축관이 자세하게 담겨있지 않은 거 같아 아쉬웠습니다.
15910083,라이온 킹,10,알라딘부터 라이온킹까지 디즈니 작정햇나요ㄷㄷ
15910080,라이온 킹,10,영상 미쳤다.나 어릴적 추억의  음악 다시 들으니 온몸에 전율이...감사합니다. 디즈니!!
15910079,라이온 킹,10,연기 스토리 음악 다 좋네요
15910078,라이온 킹,10,와 씨 ㅋㅋㅋ 개봉하면 또볼것
15910077,라이온 킹,10,최고의 메시지와 철학. 그리고 엄청난 OST
15910076,라이온 킹,10,아직도 감동이 가시질 않네요
15910075,콜 미 바이 유어 네임,10,왜 난 영화관에서 이걸 볼 용기가없었나
15910074,존 윅 3: 파라벨룸,8,평식이가 5점 정도면 볼만하다는 거다.
15910073,미드소마,9,대니는 홀로서기가 안되는 인물인가.. 결국 마을에 가족으로 받아들여짐을 기쁘게 맞이하며 끝난다..
15910072,알라딘,10,윌스미스가 이영화먹여살림
15910071,라이온 킹,10,시간이자나도 아름다움 최고의영화
15910070,라이온 킹,10,최고의 영화라고 말하고 싶습니다
15910069,라이온 킹,10,누구나 좋아할 영화ㅋㅋ
15910068,월요일이 사라졌다,7,이런 영화에서 개연성이나 스토리 찾는 관객이 이해가 안감. 여주 연기 지렸고 소재 속도감 참신함 다좋았다. 이런류의 영화가 줄수 있는 즐거움은 다 주는 영화. 꽤나 잘만들어졌고 재미남
15910067,라이온 킹,10,부모님과 함께 관람했습니다 어릴적 생각도 나고 좋았습니다
15910066,라이온 킹,10,감동.아기 심바 넘 귀여움.
15910065,라이온 킹,10,진짜 오프닝때는 소름 돋았고 진짜 다시 보니까 너무 반거웠습니다 어린 심바 넘 졸귀
15910064,라이온 킹,10,완전 좋아요 ~역시 디즈니~
15910063,알라딘,10,영화 제목은 알라딘인데.. 지니로 시작해서 자스민 공주로 끝났다.  자스민 공주 예쁨 주의!!
15910062,라이온 킹,10,최고!!! 하쿠나 마타타!!
15910061,알라딘,10,아름답고 아름다운 영화 게다가 재미있다
15910060,알라딘,9,시간 가는 줄 모르고 즐겁게 관람했습니다
15910059,토이 스토리 4,10,감동과 재미 모두있다.  시간가는 줄 모름
15910058,라이온 킹,9,아이때문에 더빙판으로 봤는데 한국어버젼 ost가 기대이상으로 좋네요! 실사화 퀄리티는 말할것도 없고요!  스토리가 원작과 거의 똑같아 흡입력이 떨어지는게 흠이라면 흠이지만 눈이 호강이라 실사판도 추천합니다~
15910057,라이온 킹,10,"호불호는 많이 갈릴 듯.. 디즈니의 기술력이 이정도다! 라고 보여주는 듯한...,, 그렇지만 나는 극호였음 하쿠나!!! 마타타!! 하쿠나!!! 마타타!!ㅠ"
15910056,라이온 킹,10,최고예요ㅠㅠㅠ사실 기대 별로 안하고 봤는데 너무 재밌어요.2시간이 전혀 지루하지 않았습니다.영화 너무 재밌게 봤습니다.오늘 영화 보면서 많이 울기도 하였네요
15910055,극장판 엉덩이 탐정: 화려한 사건 수첩,6,참나...스파이더맨도 소니 일본꺼스파이더맨도댓글가서불매운동하세요!!괜히애들한테그러지말구요
15910054,기생충,10,상은 괜히 받는게 아니구나~기대하고 보아도 기대 이상
15910053,라이온 킹,7,그냥저냥. 알라딘보고 사실 기대했는데 미녀와야수급이엇음
15910052,알라딘,10,너무재밌어요~눈호강 귀호강정말최고에요
15910051,보헤미안 랩소디,10,"로켓맨 보헤미안랩소디.. 더블,걸작 이런영화더"
15910050,비스트,1,진짜.. 연출 너무하다.. 스토리 개연성도 부족하고.. 어케 이 출연진으로 이 정도 밖에 안되는 영화를 만들 수 있지? 너무 많은 것을 영화에다 담으려다 스토리가 산으로 바다로 가다 결국 잡탕이 되버렸다. 진심 엄복동 보다 재미 없었음
15910049,사일런스,10,영화가 끝나고나니 나도 모르게 자연스레 침묵하게 된다.
15910048,존 윅 3: 파라벨룸,10,아무 생각없이 액션만 본다면 최고의 영화!   스토리에는 조금 아쉬움은 있지만!!    하연튼 최고!
15910047,라이온 킹,8,밑에분 이거보고 호랑이가 떠오르면 몰입도가 최악이었던거 같은데요
15910046,고양이를 부탁해,10,방황하는 청춘들을 볼 수 있다는 것만으로 위로가 된다
15910045,트루스 오어 데어,8,마지막에 그거 완전 미친x일쎄
15910043,비스트,7,영화후반이 아쉽긴하지만 볼만함.
15910042,토이 스토리 4,10,나는 개비개비야 나랑 친구가 되어줄래~봐도 봐도 매력적인 친구들 ~
15910041,스파이더맨: 파 프롬 홈,4,엉덩이탐정은불매하면서스파이더맨도배급사가일본인데 여긴왜불매안하나요? 엉덩이탐정 보는사람만이상한사람으로몰고 ㅡㅡ
15910040,사일런스,10,콰플이 잔잔한 감이 있어서 개인적으로 이 영화가 더 재밌었음 쫄리는 맛도 있고 크리처 CG도 좋았음 공포 감독이 만든 호러 스릴러라 포인트가 잘 살아서 아쉬운 중후반부를 커버친다
15910039,라이온 킹,10,내 인생 최고의 감동영화
15910038,난폭한 기록,1,UBD 에서 FNF로 바뀔만한 엄청난 영화
15910037,알라딘,9,원작의 지니가 워낙 넘사벽이라 보길 주저했으나 ...윌 스미스도 만만치 않았다.
15910036,라이온 킹,10,나는 개울었는데...영상미랑 실사 쩔음 동물원 온 거 같음! 물론 알라딘 만큼의 전율은 아니였지만 만족쓰 또 보고싶다.
15910035,라이온 킹,10,역대 디즈니 애니 실사화 작품 중 가장 디테일하게 만든 작품 역시 믿고 보는 디즈니
15910034,라이온 킹,7,솔직히 애니가 더 낫네요. 그래도 노래나 영상미는 괜찮아요.
15910033,라이온 킹,10,이정도면 기대할만하다
15910032,라이온 킹,10,와 이거 존잼이었음… 심바 졸귀…
15910031,라이온 킹,10,또 한번 날 동심으로 빠지게 한 디4즈니
15910030,라이온 킹,7,애들이나 봐라 ㅋㅋ 난 안볼래 ㅋㅋ
15910029,토이 스토리 4,7,"토이스토리3를 뛰어넘을 수는 없었다... 캐릭터 설정이나 스토리, 개연성 등 모든 게 전작들에 비하면 기대보다는 아쉬움이 참 많이 남아요ㅠㅠㅠ 우디의, 우디에 의한, 우디를 위한 헌정영화...이기에 스핀오프로 취급하고 제목을 ""우디""라 지었어야ㅠ"
15910028,라이온 킹,10,최고의 영상미와 음악은 정말 말이 필요없네요
15910027,너는 여기에 없었다,7,산전수전 다 겪은 조의 여린모습과 갸냘픈 소녀 니나의 강인함을 볼 수 있다.
15910026,라이온 킹,10,Circle of life 나오자마자 눈물 왈칵... 근데 스카한테 왠수졌음? 디즈니 최고의 빌런 스카 어디감 ㅜ
15910025,라이온 킹,10,실사로 라이온킹을 볼 수 있다는 것만으로도 좋았다
15910024,빅샤크2: 해저2만리,10,재미있게 잘봤네요 아이도좋아하고ㅎㅎ
15910023,스파이더맨: 파 프롬 홈,10,기대한만큼재밌기힘든데
15910022,라이온 킹,9,디즈니.. 라이온킹..무슨말이 필요함?
15910021,토이 스토리 4,10,아이랑같이봤는데ㅎㅎ어른인저도 재미있게봤네요재미나요^^
15910020,스파이더맨: 파 프롬 홈,10,도입부 조금 지루하긴 하지만 결국 사랑의 힘을 알게되는 영화 앞으로의 스파이더맨이 기대됨
15910019,알라딘,10,아이가6살인데 처음에는 빵빵터지는게있어서살짝 무서워하더니 끝까지 재미있게 잘본거같네요저도재밌었구ㅎㅎ 보고난후로.. 알라딘예고편좀계속틀어달라고징징거립니다ㅜㅜ
15910018,기방도령,1,"돈받고 평점쓰는 알바님들. .자괴감 안느끼시나요? 아. 진짜 이걸 영화라고 만든 감독을 원망하기보단 돈, 시간 써가며 본 나를 때리고 싶네요. 별점 반개도 아까움. . jyp의 jyp에의한 jup를 위한 영화였음. jyp사람들은 재미있게 봤겠네."
15910017,라이온 킹,2,동물의 왕국 보고 온줄 ㅎㅎㅎ만화랑 똑같이 만들필요는 없지만 재밌는 장면을 다 빼먹었네요  그리고 심바랑 무파사가 너무 못생겼어요 그건 뭐 리얼함을 강조 했다고 생각 하면 되지만..무엇보다 대사랑 입이랑 안맞아요....사자가 우물우물 대기만 하고
15910016,기생충,10,왜 천만 못가는지 이해가 안된다ㅋㅋ
15910015,천로역정: 천국을 찾아서,6,아이 때문에 보러갔는데~ 아이는집중해서끝까지보고..전지루....
15910014,라이온 킹,10,영상미 진짜 대박이에요 ㅠ ㅠ 꼭 영화관에서 보세요 !
15910012,라이온 킹,10,닥추 ㅋㅋㅋ 닥치고 추천 ㅋㅋ
15910010,씽,9,"슈퍼우먼 로지타 , 그녀의 한계는 어디까지"
15910009,사일런스,10,원작 잼나게 봤는데 영화도 재밌네요~!!!
15910008,오 루시!,7,Oh Lucy!...
15910007,라이온 킹,10,나 또 보러갈게ㅠㅠㅠbb
15910006,라이온 킹,10,추억의 라이온킹.. ..
15910005,위대한 유산,8,죠한테 돈은 드렸는지 궁금해짐...  죠 쫒겨나듯 나갈 때 불쌍.. 불효막심한 놈...
15910004,라이온 킹,10,역시 재밌네요 ㅎㅎㅎㅎ
15910003,라이온 킹,9,이게정말 씨지인가요? 짱이다
15910002,롱 리브 더 킹: 목포 영웅,6,웹툰의 진한감동을 80프로도 연출못했구먼.각색연출에서 베레부러써. 배우들만 열연한 영화.
15910001,스파이더맨: 파 프롬 홈,10,"존잼,,톰홀랜드 쵝오"
15910000,스파이더맨: 파 프롬 홈,5,스파이더맨최고!!솔직히 앤드게임때도 스파이더맨  기대했음!!너무재밌고 강추!!
15909999,배심원들,10,이게 왜 100만도 못찍었지 진짜 영화 잘만들었는데
15909997,사일런스,9,마지막에 무언가 통쾌한 느낌!
15909996,장산범,1,1점보다 높게 준 사람들 다 장산범
15909995,퀸카로 살아남는 법,10,이 영화를 빼놓고 하이틴을 말할 수 없지
15909994,롱 리브 더 킹: 목포 영웅,10,와 역시김래원ㅠㅠㅠㅠ
15909993,나의 연기 워크샵,1,"김소희를 비롯, 곳곳에 보이는 연희단거리패와 이윤택의 악취가 보는 내내 기분을 잡치게 한다."
15909992,라이온 킹,4,너무 똑같다.. 너무 리얼한게 독이네.. 기대한만큼 재미는없네
15909991,약속,10,조폭영화중에 손꼽힐정도로 잘만든영화
15909990,암살교실,2,나기사 여장왜안나오누
15909989,롱 리브 더 킹: 목포 영웅,6,조폭이 나오지만 모종의 낭만을 추구한 작품
15909988,라이온 킹,10,꼭 아이맥스로 보세요꼭이요ㅜ날라가 너무비욘세인것만 아님 너무좋았어요한번더 보고싶어요
15909987,알라딘,7,"노래는 좋은데, 결말이 흠.. 다만, 페미니즘 소재를 잘 다루어 그 방면에서는 분명 칭찬해주고 싶다."
15909986,라이온 킹,10,내가 여태 본 만화 실사 영화 중 최고인듯
15909985,라이온 킹,10,이건 그냥 봐야하는 영화
15909984,기생충,10,"단언컨대, 한국 영화 사상 최초, 최고의 영화"
15909983,진범,10,아 쩐다 ㅡㅡ 알바아님 의외임
15909982,어벤져스: 엔드게임,8,마무리 잘 하셨습니다. 짝짝짝
15909981,극한직업,10,간만에 마음 놓고 웃을 수 있었던 영화
15909980,사일런스,10,그냥 콰이어트플레이스라고 생각하시고 보면 됩니다.멀린은 위대하다
15909979,라이온 킹,10,하나하나 놓칠 것이 없었네요. 재밌었어요!
15909978,스파이더맨: 파 프롬 홈,10,스파이더맨이 앞으로 한편 남아서 많이 아쉽네요 ㅠㅠ 꿀잼!!
15909977,라이온 킹,10,최고였습니다 인생영화등극
15909976,알라딘,10,ost 너무좋았지만 윌스미스가 캐리하는게 웃기네요ㅋㅋ
15909975,존 윅 - 리로드,7,화려하고 박진감 넘치는 액션! 역시 존윅이였다.
15909974,존 윅 3: 파라벨룸,10,일본 닌자들에서 좀 깨지만 재밌어요
15909973,알라딘,10,진짜 쟈스민공주가 speechless부를때 온몸에 전율이 쫙 실사영화중에 젤 짱이다
15909972,사일런스,10,콰이어트 플레이스와 비슷하면서도 다른느낌.. 이런 영화들 특징이 나까지 말못하게 한다는거다ㅠㅠ진짜 숨죽이면서 봣네..
15909971,라이온 킹,10,아 그랫냐~~~발바리 치와와
15909970,라이온 킹,9,감동적입니다. 일단 비주얼에 압도당합니다. CG기술이 이렇게까지...놀라울 따름입니다. OST도 너무 좋습니다. 중간에 지루한 감이 없지 않으나 그런 단점을 충분히 커버한다고 생각합니다. 암사자를 구분할 수 없다는 지적은 맞습니다. 그건 좀 아쉽습니다
15909968,라이온 킹,10,진심 영상 초리얼 그자체였다 ㅋㅋ
15909967,라이온 킹,10,역대급 이다 ㅎㅎ 디즈니 만화영화 다 챙겨봤는데 요즘 실사 많이 나와서 좋음
15909966,스파이더맨: 파 프롬 홈,10,진짜 너무너무 재밌어요ㅠㅠ 다시 보고 싶네여ㅠ 짱짱!!
15909964,라이온 킹,8,어릴적 들었던 하쿠나 마타타 노래가 너무 신나서 그 노래 기대했는데 나는 아쉬웠다 그래서 2점 깜 나머지는 좋아요!
15909963,미드소마,8,영화보고나서의 평점은 5점이지만 해석(특히 성경적인 부분)을 보고나서의 평점은 8점!
15909962,라이온 킹,10,디즈니 실사 영화중 최고네요
15909961,알리타: 배틀 엔젤,8,큰 두눈이 첨엔 부담스러움.보다보니 은근 귀엽고 길들여짐
15909957,스파이더맨: 파 프롬 홈,10,정말정말 재밌다 마블은 기대를 저버리지 않는다
15909956,증인,8,웃기기도하고 눈물도 흘리고
15909955,비스트,2,내용은 간단함.. 노루는 몬죄고 머리는 왜 아픈거여? 나중에 모있나했는데.. 보고나면 내용 연계 이유그런건 전혀없음 ㅎ
15909954,라이온 킹,10,무슨말이 필요해 라이온킹인데
15909953,캡틴 마블,6,구성좋고 스토리좋고 잘봤어요
15909952,알라딘,10,OST도 좋고 내용도 좋았다
15909951,기생충,8,박진감 넘치지만 생각이 많아지는 영화
15909950,라이온 킹,10,역시 라이온킹   3D꼭 보세요
15909949,라이온 킹,10,어릴적 본 라이온킹이 생각나면서 재밌게봤어여~^^
15909948,라이온 킹,5,어릴적 봤던 애니메이션의 감성은 ost 에서만..이게 퀴즈탐험 신비의 세계는 아닌데..조금 아쉬워요 CG만큼은 멋져요~ 사자보고 딸이 무서워해서 혼났어요
